V 22.7836   13.0671   13.2361
V 20.6419   8.65175   16.2288
V 30.0163   14.2043   8.50589
V 21.6175   3.49836   17.2038
V 15.6094   10.9075   13.9203
V 19.7132   17.6993   12.3513
V 22.7648   18.01   20.2931
V 34.3465   7.90276   2.2948
V 20.5415   9.91048   2.02996
V 30.9475   4.99045   6.00557
V 7.97482   16.3819   7.92415
V 21.7239   14.3745   3.402
V 13.4367   3.21918   11.6735
V 6.23493   13.9591   11.8622
V 24.432   2.15696   14.7315
V 15.3285   7.19526   19.1679
V 11.542   9.65293   1.12784
V 16.4626   1.48079   2.04712
V 6.04001   12.4267   1.96608
V 5.85565   14.3901   4.30236
V 32.0528   12.8313   3.35111
V 16.586   9.88322   10.3381
V 34.7153   8.29339   10.4075
V 1.26995   14.2925   8.29923
V 20.4463   14.3351   10.6172
V 7.6738   10.4173   13.8101
V 12.4132   16.0915   16.5299
V 16.6839   13.8047   18.6592
V 7.95908   14.3351   18.8412
V 9.58566   1.04672   1.69776
V 8.33159   4.04641   8.62473
V 22.7519   6.21153   4.27033
V 14.2282   16.4723   2.1366
V 26.1938   20.3533   2.14563
V 18.3262   1.78816   7.95735
V 36.8736   15.9636   12.6003
V 4.88143   20.3671   11.858
V 4.9763   9.17067   12.4949
V 36.5513   14.0352   18.436
V 6.43416   5.3385   19.7743
V 12.8085   7.52127   20.3301
V 1.45364   8.02233   2.10765
V 26.2872   6.19084   4.21344
V 24.9164   11.9037   0.125038
V 40.6661   2.24136   6.44788
V 1.01177   5.72497   11.272
V 29.476   3.23327   12.1612
V 22.6485   10.4504   12.4479
V 14.026   10.2901   12.0523
V 40.7787   9.9729   10.0143
V 34.2143   1.74886   16.2465
V 38.5165   18.3666   16.4905
V 30.4021   4.47122   18.1769
V 7.97854   7.91468   20.2717
V 40.6962   6.11628   18.6316
V 32.0985   8.25459   20.3493
V 32.5748   15.9171   16.2572
V 36.9093   14.0052   14.3426
V 36.9164   14.0893   5.99644
V 24.6202   15.8987   7.79612
V 34.3854   12.1775   10.5062
V 34.6095   11.8799   18.3377
V 22.3402   7.59911   2.43593
V 22.414   12.4175   5.97456
V 22.4398   2.09373   20.3762
V 16.2402   8.25793   16.2413
V 26.4105   20.2788   18.5598
V 30.6838   13.8242   16.8024
V 26.3295   16.199   18.1654
V 14.2407   5.3788   8.71715
V 33.9409   5.18138   2.78005
V 16.3997   8.21893   4.31159
V 6.14025   13.6412   8.85004
V 9.70633   12.3788   10.8655
V 11.9132   12.1596   8.51021
V 8.11198   18.2975   5.81536
V 13.6742   11.4089   3.14295
V 20.4492   17.7705   10.0884
V 36.7295   10.0183   14.1805
V 27.0387   5.2137   15.6472
V 5.90852   10.1914   20.3934
V 12.0285   14.2714   18.3534
V 4.34862   18.3419   18.0317
V 35.196   2.77959   1.02889
V 20.5068   8.16317   8.04053
V 10.8016   19.9447   2.97751
V 22.3651   5.83318   12.425
V 28.3485   8.15138   12.2334
V 3.83597   12.1685   16.3922
V 7.81611   9.78211   10.2146
V 11.4908   1.94746   18.9612
V 6.22413   18.1681   16.2699
V 19.7579   12.1526   16.426
V 22.344   15.8305   18.0768
V 10.0037   6.12776   12.3202
V 14.0888   12.3683   14.3901
V 40.7305   14.6558   10.5671
V 16.1241   11.6729   20.2403
V 8.22694   8.0982   3.95936
V 40.711   8.19497   4.40706
V 40.5017   14.3315   6.00981
V 4.2473   1.97151   6.06202
V 5.81481   4.39689   9.97104
V 24.7511   5.95564   6.4914
V 38.5073   6.0585   7.77333
V 26.2566   14.1846   12.7171
V 22.4412   1.85111   15.9487
V 40.5225   5.17401   16.3313
V 23.4573   9.46277   16.8902
V 20.596   18.3431   14.3421
V 9.95157   10.0285   20.1384
V 36.9606   1.80726   2.83306
V 34.8228   0.509231   9.72584
V 26.0539   8.47603   1.52418
V 40.5327   3.37738   11.9607
V 38.8501   9.8165   16.817
V 36.5389   18.3034   18.2711
V 7.23779   2.81141   18.0286
V 16.2499   1.96091   18.3634
V 26.4306   9.33137   18.9653
V 28.4687   17.777   5.96295
V 20.0175   4.1809   16.1909
V 24.3131   18.2262   2.30458
V 16.6287   5.99648   18.1055
V 20.3285   14.3763   1.37979
V 5.98973   14.3466   20.3307
V 3.10225   18.5295   20.0358
V 28.4741   1.87297   6.0743
V 4.02724   16.3141   8.14497
V 18.6397   20.3179   1.74014
V 1.89409   12.284   1.7978
V 38.9286   18.1904   3.99022
V 6.29021   17.9267   11.746
V 40.6029   8.06391   20.1749
V 4.18273   6.2642   2.16669
V 38.1369   0.75589   9.87873
V 26.0174   11.8291   10.1456
V 38.8511   14.2226   20.3297
V 7.8963   2.09057   2.45691
V 14.2062   20.356   1.91235
V 1.7204   0.104703   9.93357
V 30.3931   0.033632   10.093
V 40.7028   2.69541   18.5572
V 30.2324   10.3313   15.7458
V 32.5274   20.34   16.3023
V 0.240626   3.15727   9.10741
V 28.5934   18.4263   14.4138
V 34.8346   16.6016   1.91094
V 16.8388   8.33663   0.218341
V 30.876   20.0257   5.92578
V 40.627   4.16213   0.431904
V 39.071   0.270057   6.28969
