V 7.80028   4.75927   1.38535
V 4.70079   11.7459   2.99105
V 10.7748   14.1336   3.85972
V 10.5513   6.91675   3.43828
V 4.35569   12.6056   6.87702
V 16.979   9.69858   5.30075
V 3.90908   4.3325   1.81252
V 5.62787   4.8232   6.03467
V 8.43071   1.95947   5.2116
V 5.75569   1.61404   2.07359
V 2.57535   2.80009   6.48186
V 10.3325   6.74105   0.203426
V 8.41377   16.3685   5.39916
V 8.57757   12.055   5.05201
V 2.57634   9.59778   5.15458
V 1.14884   4.53763   1.20243
V 14.5952   2.68213   3.59576
V 14.1728   7.14265   3.67996
V 3.79736   14.0747   3.77223
V 9.97167   3.82623   3.12717
V 0.0710512   0.271809   3.8269
V 7.0388   7.21809   0.0293513
V 17.0925   2.79166   6.50314
V 6.52357   4.07661   3.49692
V 16.704   14.9903   5.15538
V 13.9997   14.0437   6.73435
V 13.679   16.9618   3.91772
V 2.55641   2.3089   3.60576
V 12.3338   15.5475   1.6022
V 1.67199   15.4906   1.75819
V 6.74225   17.4911   0.271259
V 7.18436   10.5856   3.49969
V 14.138   7.23393   6.88921
V 1.88652   15.4621   5.62075
V 15.8315   1.30258   1.88864
V 16.0482   12.1634   5.18471
V 12.1563   12.2162   5.37996
