V 14.8991   31.882   15.3491
V 11.0528   6.46648   14.8949
V 1.82441   11.2248   19.5723
V 12.9659   17.0912   17.1699
V 1.9699   24.0798   19.1719
V 17.1342   8.24643   4.11372
V 40.5396   36.8324   2.52979
V 29.955   13.0477   4.15952
V 30.1259   42.8312   8.58991
V 21.4629   4.18523   12.7762
V 40.6319   10.755   15.3633
V 21.4629   12.7652   17.0662
V 25.7529   12.7652   17.0662
V 17.4463   17.2082   21.2935
V 25.8432   30.1263   21.273
V 32.0309   10.6523   19.2276
V 40.9477   14.7854   19.4258
V 36.5043   6.35518   10.5678
V 38.5422   13.0468   4.23196
V 40.7943   6.35518   14.8578
V 8.23053   38.8888   17.2292
V 1.1604   14.799   1.46586
V 30.2977   4.42785   16.9828
V 0.0855897   42.6319   17.3527
V 2.2948   1.88839   15.1135
V 6.81783   10.6032   6.09816
V 10.4029   23.5688   2.05262
V 4.0825   13.0061   16.7385
V 14.88   40.6755   2.06695
V 8.28224   38.8344   12.7599
V 2.23975   40.7391   19.4026
V 38.7184   0.253047   8.77336
V 34.5725   12.8417   8.73315
V 32.2269   23.4794   15.0145
V 1.75923   19.2578   14.8137
V 36.448   10.9988   19.2033
V 4.5575   17.1017   8.35324
V 42.4591   30.0876   0.384717
V 42.8095   21.2596   8.44857
V 42.8002   25.7744   17.2372
V 2.29754   19.2826   19.3204
V 40.9331   32.1448   6.53765
V 1.86552   36.4619   2.54252
V 36.849   23.2616   15.3276
V 40.3832   31.9791   2.2043
V 36.618   10.4901   15.38
V 42.4812   34.3162   13.0954
V 36.4315   32.3642   19.3536
V 30.0258   29.7595   12.4807
V 34.4028   17.0845   13.1036
V 30.0402   12.8732   8.79104
V 36.37   27.9337   19.2902
V 0.0439649   38.5978   8.85146
V 10.6791   19.5457   6.33689
V 38.654   42.8878   17.4315
V 38.6202   38.6132   4.50104
V 34.6853   42.8166   12.6175
V 36.4332   23.7222   19.0935
V 42.444   16.7639   8.66854
V 40.6789   19.6042   19.175
V 0.22551   39.1103   4.78564
V 36.4589   19.2387   18.982
V 21.3414   0.246141   4.64001
V 19.1426   23.8192   2.26418
V 15.1551   1.78838   10.9217
V 34.3995   38.7014   8.51803
V 6.20518   36.3182   2.10757
V 29.825   42.7281   12.5648
V 29.7953   42.7415   0.358405
V 25.9841   42.6103   4.50841
V 10.8329   2.21165   10.5102
V 25.4413   8.51611   8.79457
V 41.1207   18.9075   1.8689
V 15.1132   40.9411   6.63844
V 17.5517   21.3004   21.2725
V 42.832   13.1117   4.25835
V 2.24801   2.11783   1.95128
