V 34.2245   8.78028   12.7023
V 36.4595   23.6106   10.7206
V 1.93215   36.3426   10.7221
V 23.3624   32.2142   10.6526
V 36.5694   32.1807   15.1407
V 8.76069   0.141869   16.9194
V 34.0874   12.9092   4.21758
V 0.429829   21.7266   4.43174
V 29.8704   8.52241   17.0326
V 40.7495   27.9006   19.3006
V 29.6314   0.0355627   8.7379
V 1.91239   2.18425   10.6526
V 8.57452   38.6256   8.57562
V 42.6674   38.6492   4.21758
V 34.7157   21.1275   8.59134
V 27.5487   40.7176   10.7972
V 34.2861   38.8005   16.9553
V 8.61002   4.29671   3.96416
V 14.8355   6.51388   6.49563
V 27.5588   2.13588   1.99201
V 12.8975   4.22521   0.0286274
V 19.5247   15.2554   6.35351
V 6.29285   19.5444   2.09148
V 21.6697   21.6904   4.20851
V 32.4653   27.9973   2.27028
V 8.5461   34.5105   4.08527
V 13.176   25.9174   0.0809594
V 36.302   32.2787   6.24422
V 23.7522   6.56151   10.6965
V 21.3676   25.9263   8.30912
V 15.2347   15.2554   14.9335
V 19.4444   10.8049   19.1156
V 2.17871   15.1355   19.1139
V 34.311   21.4837   21.2924
V 18.9673   10.8657   2.38541
V 40.6961   27.7372   6.51918
V 13.2541   4.70438   12.5514
V 19.2725   6.62482   10.8781
V 13.2541   4.70438   16.8414
V 6.37612   10.5772   19.3892
V 11.138   14.8763   15.2871
V 16.9623   21.3423   16.8558
V 12.6945   16.879   21.0629
V 6.41603   32.0953   18.9036
V 27.8261   32.0272   6.51918
V 8.84471   42.781   4.39918
V 40.6986   6.61854   15.2507
V 41.1722   19.8421   19.5865
V 14.781   40.9288   15.0646
V 34.086   8.75383   0.0495517
V 23.6745   36.4126   6.41097
V 4.33332   39.0333   0.21067
V 23.3671   36.5729   11.0752
V 17.0167   0.149021   8.28375
V 32.1186   15.1985   15.2507
V 40.559   27.4758   10.7114
V 2.18188   40.7208   14.8325
V 27.6351   41.1077   15.4365
V 34.086   4.46383   17.2096
V 36.5445   14.9626   10.701
V 32.1023   23.4421   14.84
V 30.0397   29.825   17.1081
V 1.84305   6.18822   2.00518
V 40.7703   10.6181   10.6985
V 40.6821   41.0243   14.6312
V 11.0117   14.6929   10.3139
V 25.438   42.6532   21.3102
V 21.2164   3.84184   0.129318
V 19.755   6.31042   6.27757
V 22.0017   0.398243   12.4235
V 32.625   19.1804   6.27757
V 34.0691   8.82917   17.3792
V 6.42938   19.4943   14.9576
V 36.2285   27.98   15.5622
V 2.07799   19.2821   15.2308
V 1.87037   24.2039   6.72995
V 41.3363   15.6641   10.0087
V 21.7982   42.899   17.0829
V 36.4804   19.1442   14.9099
V 40.9646   10.507   1.55024
V 1.9595   19.0046   2.20826
V 15.4717   32.231   11.2711
V 32.4617   32.1961   6.69208
V 31.9491   32.1184   11.296
V 38.6254   42.7392   21.3449
V 40.9884   11.003   18.9163
V 29.1247   21.962   9.30399
V 27.5794   36.689   14.9996
V 19.2191   36.5309   2.43042
V 2.13287   19.799   10.9344
V 27.7527   28.1708   2.33159
V 41.053   10.7015   6.86945
V 27.8016   36.1431   19.4821
V 17.2859   29.8183   17.1969
V 19.6768   36.1592   19.4038
V 2.08567   18.9007   6.14152
V 13.0202   21.7998   8.22069
V 10.3708   19.2474   2.1841
V 34.5491   0.175887   21.2982
V 10.3906   23.3181   14.7816
V 36.3065   23.547   14.8718
V 21.6791   38.7859   12.7182
V 2.38176   23.8294   2.10111
V 14.9118   36.5848   19.4082
V 32.1677   15.1057   10.4989
V 10.8723   19.3489   15.0873
V 32.241   23.5709   10.7043
V 27.4046   23.9941   10.9419
V 34.2698   42.5635   17.2045
V 1.79705   36.3481   14.9786
V 12.7123   21.6892   21.3584
V 2.12472   1.87972   15.2678
V 25.4544   0.0271049   17.0091
