V 42.7176   29.5404   12.281
V 42.8332   26.1431   8.8563
V 12.4414   17.1223   13.146
V 30.4752   34.1264   8.77899
V 34.8713   21.6137   16.5416
V 12.4414   21.4123   13.146
V 19.8563   40.9187   14.3966
V 34.2532   30.4331   4.5663
V 36.1321   6.73403   15.3121
V 17.251   38.3446   21.3922
V 19.8563   23.7587   10.1066
V 31.8977   22.3332   7.66711
V 30.3422   25.1003   12.2431
V 4.37274   8.79628   16.9334
V 27.5533   14.5234   14.7062
V 15.4   31.9472   15.4348
V 3.49476   38.7471   16.5829
V 7.96913   34.1313   20.9814
V 0.0654531   30.0331   4.31327
V 21.8256   21.0231   8.25451
V 11.2069   24.0008   19.6992
V 3.71671   3.83704   13.0584
V 42.5412   8.66353   12.965
V 5.45564   37.1642   19.4244
V 3.79944   38.0837   12.7315
V 30.1052   33.7746   4.85333
V 3.75148   21.2293   8.19545
V 38.8076   25.7176   4.57493
V 36.3547   36.5643   19.0845
V 38.5901   42.7878   17.1164
V 38.9513   13.3561   11.9502
V 16.8823   34.8109   17.7515
V 4.03948   34.336   13.0621
V 21.7223   38.4125   8.6058
V 23.5873   27.8129   15.1051
V 32.0072   27.6988   19.3073
V 10.7961   6.39518   2.08726
V 39.0392   8.81086   4.6556
V 13.2673   19.4592   1.21265
V 3.76531   21.3362   4.27457
V 19.5615   23.138   2.52053
V 25.5387   25.9031   12.7862
V 30.7855   13.5572   12.4333
V 27.7875   19.3988   10.5752
V 23.6094   23.5738   19.2867
V 21.1858   8.91031   21.3781
V 4.19086   17.5366   13.0349
V 8.60703   17.4153   16.7278
V 18.8119   23.5409   18.7427
V 32.4467   1.926   19.3387
V 8.37128   12.9701   21.4285
V 17.3642   8.33485   8.30323
V 8.74399   17.2372   9.12002
V 19.332   19.5603   6.00283
V 21.6164   17.2863   12.7245
V 31.9737   28.0481   10.6412
V 21.2709   4.69657   8.86389
V 0.505796   17.7566   8.54843
V 25.7544   30.0088   17.1417
V 14.699   2.55401   19.426
V 38.7025   8.86345   21.2314
V 21.4058   16.8822   16.9062
V 42.2148   12.2221   4.24932
V 4.06667   8.24355   3.95175
V 38.7431   12.6642   8.37353
V 0.522726   21.5008   0.687502
V 13.957   31.7003   8.75197
V 40.4785   10.9622   14.7211
V 10.4747   32.02   19.0281
V 10.5329   36.2468   14.8519
V 38.8209   17.4182   21.2331
V 32.3081   1.9392   1.93853
V 0.217026   3.96072   16.826
V 40.9957   36.5216   6.28474
V 27.8242   19.1721   2.18242
V 36.2777   2.11463   15.4452
V 4.53068   30.0866   21.2997
V 12.6228   25.2354   16.8584
V 42.5356   38.7919   16.7889
V 38.7266   39.046   16.9659
V 29.7528   38.5042   21.4108
V 30.259   17.5087   4.63275
V 16.6518   30.7354   4.44581
V 29.7804   25.9965   0.528814
V 34.2203   4.20755   8.6895
V 30.0409   8.57618   13.0797
V 28.0098   36.3136   10.802
V 36.669   40.6472   10.6236
V 8.47608   29.7831   16.9831
V 8.70482   34.1686   12.947
V 40.6759   27.7814   14.8629
V 17.0004   42.5942   13.1904
V 36.3859   32.0714   19.1529
V 32.0959   6.33143   1.99294
V 12.5928   12.7642   4.25078
V 25.8648   17.0086   0.0770476
V 36.6606   27.6036   10.6827
V 32.176   32.4001   2.18895
V 6.44593   15.0112   10.9347
V 14.7669   23.199   10.6665
V 26.0533   30.009   4.36764
V 2.24193   28.0998   10.5821
V 12.7092   34.6849   8.68334
V 23.2569   27.65   10.3843
V 32.2719   36.6798   10.5821
V 23.6276   15.0328   14.7761
V 6.12676   23.332   10.52
V 11.1459   2.84788   14.8461
V 6.585   10.8614   14.836
V 9.00085   13.5729   12.7011
V 25.4318   12.607   12.665
V 4.32264   25.7578   16.9211
V 17.2569   25.9548   17.0171
V 23.0849   6.18049   19.8183
V 27.8554   15.0538   19.1106
V 6.33257   6.34934   6.11002
V 17.3122   4.13294   12.8437
V 23.4363   10.6852   10.783
V 16.8744   21.2421   4.22391
V 23.5654   19.3438   6.24058
V 11.2991   19.8374   10.2949
V 8.32561   25.6167   8.66979
V 23.5155   19.4284   10.657
V 25.6819   4.4794   17.3207
V 15.1752   10.5821   19.4384
V 23.576   10.7302   19.0726
V 14.6122   32.3437   1.88536
V 6.67024   40.4955   10.4237
V 36.4436   23.4629   6.6411
V 40.9723   23.364   6.50516
V 2.08692   36.6544   19.4657
V 40.5954   2.04026   2.27795
V 4.09814   4.39947   0.295749
V 2.06692   40.6975   6.13362
V 40.5224   6.47425   6.36258
V 40.9232   32.4203   10.5438
